Title,Concept,Difficulty,Acceptance,LeetCode Link
Bricks Falling When Hit,Misc,Hard,30.10%,https://leetcode.com/problems/bricks-falling-when-hit/
Unique Morse Code Words,Misc,Easy,76.20%,https://leetcode.com/problems/unique-morse-code-words/
Number of Lines To Write String,Misc,Easy,64.20%,https://leetcode.com/problems/number-of-lines-to-write-string/
Soup Servings,Misc,Medium,39.00%,https://leetcode.com/problems/soup-servings/
Expressive Words,Misc,Medium,46.70%,https://leetcode.com/problems/expressive-words/
Subdomain Visit Count,Misc,Easy,68.50%,https://leetcode.com/problems/subdomain-visit-count/
Largest Triangle Area,Misc,Easy,57.60%,https://leetcode.com/problems/largest-triangle-area/
Bus Routes,Misc,Hard,41.80%,https://leetcode.com/problems/bus-routes/
Ambiguous Coordinates,Misc,Medium,46.40%,https://leetcode.com/problems/ambiguous-coordinates/
Race Car,Misc,Hard,37.70%,https://leetcode.com/problems/race-car/
Most Common Word,Misc,Easy,43.90%,https://leetcode.com/problems/most-common-word/
Short Encoding of Words,Misc,Medium,50.00%,https://leetcode.com/problems/short-encoding-of-words/
Shortest Distance to a Character,Misc,Easy,66.00%,https://leetcode.com/problems/shortest-distance-to-a-character/
Card Flipping Game,Misc,Medium,42.40%,https://leetcode.com/problems/card-flipping-game/
Goat Latin,Misc,Easy,61.90%,https://leetcode.com/problems/goat-latin/
Friends Of Appropriate Ages,Misc,Medium,41.40%,https://leetcode.com/problems/friends-of-appropriate-ages/
Positions of Large Groups,Misc,Easy,48.90%,https://leetcode.com/problems/positions-of-large-groups/
Masking Personal Information,Misc,Medium,43.40%,https://leetcode.com/problems/masking-personal-information/
Flipping an Image,Misc,Easy,75.00%,https://leetcode.com/problems/flipping-an-image/
Find And Replace in String,Misc,Medium,49.70%,https://leetcode.com/problems/find-and-replace-in-string/
Image Overlap,Misc,Medium,57.30%,https://leetcode.com/problems/image-overlap/
New 21 Game,Misc,Medium,33.90%,https://leetcode.com/problems/new-21-game/
Push Dominoes,Misc,Medium,47.20%,https://leetcode.com/problems/push-dominoes/
Similar String Groups,Misc,Hard,37.20%,https://leetcode.com/problems/similar-string-groups/
Guess the Word,Misc,Hard,45.40%,https://leetcode.com/problems/guess-the-word/
Backspace String Compare,Misc,Easy,47.00%,https://leetcode.com/problems/backspace-string-compare/
Hand of Straights,Misc,Medium,52.30%,https://leetcode.com/problems/hand-of-straights/
Shifting Letters,Misc,Medium,43.60%,https://leetcode.com/problems/shifting-letters/
Rectangle Area II,Misc,Hard,46.60%,https://leetcode.com/problems/rectangle-area-ii/
Loud and Rich,Misc,Medium,50.50%,https://leetcode.com/problems/loud-and-rich/
Car Fleet,Misc,Medium,42.00%,https://leetcode.com/problems/car-fleet/
K-Similar Strings,Misc,Hard,37.60%,https://leetcode.com/problems/k-similar-strings/
Exam Room,Misc,Medium,41.70%,https://leetcode.com/problems/exam-room/
Minimum Cost to Hire K Workers,Misc,Hard,49.40%,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/
Mirror Reflection,Misc,Medium,53.50%,https://leetcode.com/problems/mirror-reflection/
Buddy Strings,Misc,Easy,27.60%,https://leetcode.com/problems/buddy-strings/
Shortest Path to Get All Keys,Misc,Hard,39.70%,https://leetcode.com/problems/shortest-path-to-get-all-keys/
Prime Palindrome,Misc,Medium,24.50%,https://leetcode.com/problems/prime-palindrome/
Reordered Power of 2,Misc,Medium,52.30%,https://leetcode.com/problems/reordered-power-of-2/
Advantage Shuffle,Misc,Medium,44.50%,https://leetcode.com/problems/advantage-shuffle/
Minimum Number of Refueling Stops,Misc,Hard,31.00%,https://leetcode.com/problems/minimum-number-of-refueling-stops/
Walking Robot Simulation,Misc,Easy,34.40%,https://leetcode.com/problems/walking-robot-simulation/
Koko Eating Bananas,Misc,Medium,50.00%,https://leetcode.com/problems/koko-eating-bananas/
Stone Game,Misc,Medium,63.40%,https://leetcode.com/problems/stone-game/
Nth Magical Number,Misc,Hard,27.70%,https://leetcode.com/problems/nth-magical-number/
Profitable Schemes,Misc,Hard,38.80%,https://leetcode.com/problems/profitable-schemes/
Projection Area of 3D Shapes,Misc,Easy,67.10%,https://leetcode.com/problems/projection-area-of-3d-shapes/
Possible Bipartition,Misc,Medium,42.60%,https://leetcode.com/problems/possible-bipartition/
Super Egg Drop,Misc,Hard,26.40%,https://leetcode.com/problems/super-egg-drop/
Find and Replace Pattern,Misc,Medium,73.00%,https://leetcode.com/problems/find-and-replace-pattern/
Surface Area of 3D Shapes,Misc,Easy,58.20%,https://leetcode.com/problems/surface-area-of-3d-shapes/
Groups of Special-Equivalent Strings,Misc,Easy,65.30%,https://leetcode.com/problems/groups-of-special-equivalent-strings/
Orderly Queue,Misc,Hard,50.80%,https://leetcode.com/problems/orderly-queue/
RLE Iterator,Misc,Medium,52.60%,https://leetcode.com/problems/rle-iterator/
Online Stock Span,Misc,Medium,53.50%,https://leetcode.com/problems/online-stock-span/
Numbers At Most N Given Digit Set,Misc,Hard,30.80%,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/
Fruit Into Baskets,Misc,Medium,42.20%,https://leetcode.com/problems/fruit-into-baskets/
Super Palindromes,Misc,Hard,32.30%,https://leetcode.com/problems/super-palindromes/
Smallest Range I,Misc,Easy,65.40%,https://leetcode.com/problems/smallest-range-i/
Smallest Range II,Misc,Medium,25.80%,https://leetcode.com/problems/smallest-range-ii/
Online Election,Misc,Medium,49.70%,https://leetcode.com/problems/online-election/
Cat and Mouse,Misc,Hard,30.90%,https://leetcode.com/problems/cat-and-mouse/
X of a Kind in a Deck of Cards,Misc,Easy,34.00%,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/
Word Subsets,Misc,Medium,46.90%,https://leetcode.com/problems/word-subsets/
Number of Music Playlists,Misc,Hard,45.60%,https://leetcode.com/problems/number-of-music-playlists/
Minimize Malware Spread,Misc,Hard,41.80%,https://leetcode.com/problems/minimize-malware-spread/
Long Pressed Name,Misc,Easy,45.10%,https://leetcode.com/problems/long-pressed-name/
Flip String to Monotone Increasing,Misc,Medium,51.60%,https://leetcode.com/problems/flip-string-to-monotone-increasing/
Three Equal Parts,Misc,Hard,32.70%,https://leetcode.com/problems/three-equal-parts/
Minimize Malware Spread II,Misc,Hard,40.10%,https://leetcode.com/problems/minimize-malware-spread-ii/
Number of Recent Calls,Misc,Easy,70.80%,https://leetcode.com/problems/number-of-recent-calls/
Shortest Bridge,Misc,Medium,46.50%,https://leetcode.com/problems/shortest-bridge/
Knight Dialer,Misc,Medium,43.70%,https://leetcode.com/problems/knight-dialer/
Stamping The Sequence,Misc,Hard,38.10%,https://leetcode.com/problems/stamping-the-sequence/
Reorder Data in Log Files,Misc,Easy,53.60%,https://leetcode.com/problems/reorder-data-in-log-files/
Minimum Area Rectangle,Misc,Medium,52.00%,https://leetcode.com/problems/minimum-area-rectangle/
Distinct Subsequences II,Misc,Hard,41.50%,https://leetcode.com/problems/distinct-subsequences-ii/
DI String Match,Misc,Easy,71.40%,https://leetcode.com/problems/di-string-match/
Find the Shortest Superstring,Misc,Hard,42.00%,https://leetcode.com/problems/find-the-shortest-superstring/
Most Stones Removed with Same Row or Column,Misc,Medium,55.20%,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/
Bag of Tokens,Misc,Medium,40.30%,https://leetcode.com/problems/bag-of-tokens/
Largest Time for Given Digits,Misc,Easy,36.10%,https://leetcode.com/problems/largest-time-for-given-digits/
Reveal Cards In Increasing Order,Misc,Medium,73.70%,https://leetcode.com/problems/reveal-cards-in-increasing-order/
Largest Component Size by Common Factor,Misc,Hard,29.30%,https://leetcode.com/problems/largest-component-size-by-common-factor/
Verifying an Alien Dictionary,Misc,Easy,54.90%,https://leetcode.com/problems/verifying-an-alien-dictionary/
Tallest Billboard,Misc,Hard,39.30%,https://leetcode.com/problems/tallest-billboard/
Prison Cells After N Days,Misc,Medium,39.40%,https://leetcode.com/problems/prison-cells-after-n-days/
Regions Cut By Slashes,Misc,Medium,65.30%,https://leetcode.com/problems/regions-cut-by-slashes/
Minimum Area Rectangle II,Misc,Medium,49.40%,https://leetcode.com/problems/minimum-area-rectangle-ii/
Least Operators to Express Number,Misc,Hard,43.90%,https://leetcode.com/problems/least-operators-to-express-number/
Vowel Spellchecker,Misc,Medium,46.70%,https://leetcode.com/problems/vowel-spellchecker/
Numbers With Same Consecutive Differences,Misc,Medium,38.60%,https://leetcode.com/problems/numbers-with-same-consecutive-differences/
Pancake Sorting,Misc,Medium,65.80%,https://leetcode.com/problems/pancake-sorting/
Equal Rational Numbers,Misc,Hard,41.50%,https://leetcode.com/problems/equal-rational-numbers/
K Closest Points to Origin,Misc,Medium,61.90%,https://leetcode.com/problems/k-closest-points-to-origin/
Largest Perimeter Triangle,Misc,Easy,57.30%,https://leetcode.com/problems/largest-perimeter-triangle/
Unique Paths III,Misc,Hard,72.50%,https://leetcode.com/problems/unique-paths-iii/
Time Based Key-Value Store,Misc,Medium,52.20%,https://leetcode.com/problems/time-based-key-value-store/
Minimum Cost For Tickets,Misc,Medium,58.50%,https://leetcode.com/problems/minimum-cost-for-tickets/
String Without AAA or BBB,Misc,Medium,36.30%,https://leetcode.com/problems/string-without-aaa-or-bbb/
Smallest String Starting From Leaf,Misc,Medium,45.10%,https://leetcode.com/problems/smallest-string-starting-from-leaf/
Satisfiability of Equality Equations,Misc,Medium,42.90%,https://leetcode.com/problems/satisfiability-of-equality-equations/
Broken Calculator,Misc,Medium,44.90%,https://leetcode.com/problems/broken-calculator/
Rotting Oranges,Misc,Medium,47.00%,https://leetcode.com/problems/rotting-oranges/
Available Captures for Rook,Misc,Easy,66.20%,https://leetcode.com/problems/available-captures-for-rook/
Minimum Cost to Merge Stones,Misc,Hard,39.00%,https://leetcode.com/problems/minimum-cost-to-merge-stones/
Find Common Characters,Misc,Easy,67.00%,https://leetcode.com/problems/find-common-characters/
Clumsy Factorial,Misc,Medium,53.20%,https://leetcode.com/problems/clumsy-factorial/
Minimum Domino Rotations For Equal Row,Misc,Medium,49.60%,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/
Pairs of Songs With Total Durations Divisible by 60,Misc,Easy,47.30%,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60/
Capacity To Ship Packages Within D Days,Misc,Medium,57.00%,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/
Numbers With Repeated Digits,Misc,Hard,36.90%,https://leetcode.com/problems/numbers-with-repeated-digits/
Best Sightseeing Pair,Misc,Medium,51.90%,https://leetcode.com/problems/best-sightseeing-pair/
Convert to Base -2,Misc,Medium,58.30%,https://leetcode.com/problems/convert-to-base-2/
Number of Enclaves,Misc,Medium,55.90%,https://leetcode.com/problems/number-of-enclaves/
Camelcase Matching,Misc,Medium,55.80%,https://leetcode.com/problems/camelcase-matching/
Video Stitching,Misc,Medium,48.50%,https://leetcode.com/problems/video-stitching/
Divisor Game,Misc,Easy,65.50%,https://leetcode.com/problems/divisor-game/
Stream of Characters,Misc,Hard,46.70%,https://leetcode.com/problems/stream-of-characters/
Moving Stones Until Consecutive,Misc,Easy,40.30%,https://leetcode.com/problems/moving-stones-until-consecutive/
Coloring A Border,Misc,Medium,44.20%,https://leetcode.com/problems/coloring-a-border/
Uncrossed Lines,Misc,Medium,54.00%,https://leetcode.com/problems/uncrossed-lines/
Escape a Large Maze,Misc,Hard,35.60%,https://leetcode.com/problems/escape-a-large-maze/
Valid Boomerang,Misc,Easy,37.60%,https://leetcode.com/problems/valid-boomerang/
Minimum Score Triangulation of Polygon,Misc,Medium,47.00%,https://leetcode.com/problems/minimum-score-triangulation-of-polygon/
Moving Stones Until Consecutive II,Misc,Medium,51.70%,https://leetcode.com/problems/moving-stones-until-consecutive-ii/
Robot Bounded In Circle,Misc,Medium,47.90%,https://leetcode.com/problems/robot-bounded-in-circle/
Flower Planting With No Adjacent,Misc,Easy,48.30%,https://leetcode.com/problems/flower-planting-with-no-adjacent/
Customers Who Bought All Products,Misc,Medium,68.40%,https://leetcode.com/problems/customers-who-bought-all-products/
Last Stone Weight II,Misc,Medium,43.40%,https://leetcode.com/problems/last-stone-weight-ii/
Actors and Directors Who Cooperated At Least Three Times,Misc,Easy,71.90%,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times/
Height Checker,Misc,Easy,69.40%,https://leetcode.com/problems/height-checker/
Grumpy Bookstore Owner,Misc,Medium,54.40%,https://leetcode.com/problems/grumpy-bookstore-owner/
Distant Barcodes,Misc,Medium,41.00%,https://leetcode.com/problems/distant-barcodes/
Shortest Way to Form String,Misc,Medium,56.80%,https://leetcode.com/problems/shortest-way-to-form-string/
Confusing Number,Misc,Easy,50.30%,https://leetcode.com/problems/confusing-number/
Campus Bikes,Misc,Medium,58.20%,https://leetcode.com/problems/campus-bikes/
Minimize Rounding Error to Meet Target,Misc,Medium,41.30%,https://leetcode.com/problems/minimize-rounding-error-to-meet-target/
All Paths from Source Lead to Destination,Misc,Medium,45.30%,https://leetcode.com/problems/all-paths-from-source-lead-to-destination/
Fixed Point,Misc,Easy,67.90%,https://leetcode.com/problems/fixed-point/
Index Pairs of a String,Misc,Easy,59.60%,https://leetcode.com/problems/index-pairs-of-a-string/
Campus Bikes II,Misc,Medium,53.80%,https://leetcode.com/problems/campus-bikes-ii/
Digit Count in Range,Misc,Hard,38.50%,https://leetcode.com/problems/digit-count-in-range/
Product Sales Analysis I,Misc,Easy,86.20%,https://leetcode.com/problems/product-sales-analysis-i/
Product Sales Analysis II,Misc,Easy,84.90%,https://leetcode.com/problems/product-sales-analysis-ii/
Product Sales Analysis III,Misc,Medium,49.60%,https://leetcode.com/problems/product-sales-analysis-iii/
Greatest Common Divisor of Strings,Misc,Easy,53.40%,https://leetcode.com/problems/greatest-common-divisor-of-strings/
Project Employees I,Misc,Easy,64.70%,https://leetcode.com/problems/project-employees-i/
Project Employees II,Misc,Easy,53.70%,https://leetcode.com/problems/project-employees-ii/
Project Employees III,Misc,Medium,73.90%,https://leetcode.com/problems/project-employees-iii/
Occurrences After Bigram,Misc,Easy,64.40%,https://leetcode.com/problems/occurrences-after-bigram/
Letter Tile Possibilities,Misc,Medium,75.00%,https://leetcode.com/problems/letter-tile-possibilities/
Smallest Subsequence of Distinct Characters,Misc,Medium,47.50%,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/
Sales Analysis I,Misc,Easy,72.00%,https://leetcode.com/problems/sales-analysis-i/
Sales Analysis II,Misc,Easy,51.60%,https://leetcode.com/problems/sales-analysis-ii/
Sales Analysis III,Misc,Easy,55.40%,https://leetcode.com/problems/sales-analysis-iii/
High Five,Misc,Easy,78.10%,https://leetcode.com/problems/high-five/
Brace Expansion,Misc,Medium,62.20%,https://leetcode.com/problems/brace-expansion/
Confusing Number II,Misc,Hard,42.00%,https://leetcode.com/problems/confusing-number-ii/
Largest Values From Labels,Misc,Medium,58.20%,https://leetcode.com/problems/largest-values-from-labels/
Shortest Common Supersequence,Misc,Hard,51.10%,https://leetcode.com/problems/shortest-common-supersequence/
Car Pooling,Misc,Medium,56.80%,https://leetcode.com/problems/car-pooling/
Brace Expansion II,Misc,Hard,62.00%,https://leetcode.com/problems/brace-expansion-ii/
Game Play Analysis V,Misc,Hard,54.90%,https://leetcode.com/problems/game-play-analysis-v/
Unpopular Books,Misc,Medium,43.30%,https://leetcode.com/problems/unpopular-books/
The Earliest Moment When Everyone Become Friends,Misc,Medium,65.60%,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends/
Filling Bookcase Shelves,Misc,Medium,57.90%,https://leetcode.com/problems/filling-bookcase-shelves/
Parsing A Boolean Expression,Misc,Hard,57.90%,https://leetcode.com/problems/parsing-a-boolean-expression/
New Users Daily Count,Misc,Medium,45.30%,https://leetcode.com/problems/new-users-daily-count/
Corporate Flight Bookings,Misc,Medium,51.30%,https://leetcode.com/problems/corporate-flight-bookings/
Highest Grade For Each Student,Misc,Medium,67.70%,https://leetcode.com/problems/highest-grade-for-each-student/
Reported Posts,Misc,Easy,62.60%,https://leetcode.com/problems/reported-posts/
Print FooBar Alternately,Misc,Medium,57.50%,https://leetcode.com/problems/print-foobar-alternately/
Print Zero Even Odd,Misc,Medium,54.10%,https://leetcode.com/problems/print-zero-even-odd/
Building H2O,Misc,Medium,51.70%,https://leetcode.com/problems/building-h2o/
Number of Days in a Month,Misc,Easy,57.00%,https://leetcode.com/problems/number-of-days-in-a-month/
Remove Vowels from a String,Misc,Easy,89.10%,https://leetcode.com/problems/remove-vowels-from-a-string/
Lowest Common Ancestor of Deepest Leaves,Misc,Medium,65.90%,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/
Smallest Sufficient Team,Misc,Hard,45.40%,https://leetcode.com/problems/smallest-sufficient-team/
Active Businesses,Misc,Medium,70.30%,https://leetcode.com/problems/active-businesses/
User Purchase Platform,Misc,Hard,48.20%,https://leetcode.com/problems/user-purchase-platform/
Number of Equivalent Domino Pairs,Misc,Easy,47.30%,https://leetcode.com/problems/number-of-equivalent-domino-pairs/
Shortest Path with Alternating Colors,Misc,Medium,38.30%,https://leetcode.com/problems/shortest-path-with-alternating-colors/
Reported Posts II,Misc,Medium,34.20%,https://leetcode.com/problems/reported-posts-ii/
Largest Unique Number,Misc,Easy,66.80%,https://leetcode.com/problems/largest-unique-number/
Armstrong Number,Misc,Easy,78.00%,https://leetcode.com/problems/armstrong-number/
Connecting Cities With Minimum Cost,Misc,Medium,56.80%,https://leetcode.com/problems/connecting-cities-with-minimum-cost/
Alphabet Board Path,Misc,Medium,46.90%,https://leetcode.com/problems/alphabet-board-path/
Largest 1-Bordered Square,Misc,Medium,45.90%,https://leetcode.com/problems/largest-1-bordered-square/
Stone Game II,Misc,Medium,61.30%,https://leetcode.com/problems/stone-game-ii/
User Activity for the Past 30 Days I,Misc,Easy,54.10%,https://leetcode.com/problems/user-activity-for-the-past-30-days-i/
User Activity for the Past 30 Days II,Misc,Easy,34.80%,https://leetcode.com/problems/user-activity-for-the-past-30-days-ii/
Article Views I,Misc,Easy,75.40%,https://leetcode.com/problems/article-views-i/
Article Views II,Misc,Medium,48.10%,https://leetcode.com/problems/article-views-ii/
Minimum Swaps to Group All 1's Together,Misc,Medium,58.40%,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together/
Analyze User Website Visit Pattern,Misc,Medium,42.50%,https://leetcode.com/problems/analyze-user-website-visit-pattern/
String Transforms Into Another String,Misc,Hard,35.50%,https://leetcode.com/problems/string-transforms-into-another-string/
Day of the Year,Misc,Easy,48.70%,https://leetcode.com/problems/day-of-the-year/
Market Analysis I,Misc,Medium,58.80%,https://leetcode.com/problems/market-analysis-i/
Market Analysis II,Misc,Hard,51.30%,https://leetcode.com/problems/market-analysis-ii/
Find Words That Can Be Formed by Characters,Misc,Easy,67.30%,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/
As Far from Land as Possible,Misc,Medium,42.10%,https://leetcode.com/problems/as-far-from-land-as-possible/
Product Price at a Given Date,Misc,Medium,62.90%,https://leetcode.com/problems/product-price-at-a-given-date/
Single-Row Keyboard,Misc,Easy,84.60%,https://leetcode.com/problems/single-row-keyboard/
Design File System,Misc,Medium,56.60%,https://leetcode.com/problems/design-file-system/
Minimum Cost to Connect Sticks,Misc,Medium,61.50%,https://leetcode.com/problems/minimum-cost-to-connect-sticks/
Optimize Water Distribution in a Village,Misc,Hard,60.00%,https://leetcode.com/problems/optimize-water-distribution-in-a-village/
Invalid Transactions,Misc,Medium,30.40%,https://leetcode.com/problems/invalid-transactions/
Compare Strings by Frequency of the Smallest Character,Misc,Easy,58.50%,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character/
Immediate Food Delivery I,Misc,Easy,78.70%,https://leetcode.com/problems/immediate-food-delivery-i/
Immediate Food Delivery II,Misc,Medium,57.10%,https://leetcode.com/problems/immediate-food-delivery-ii/
Prime Arrangements,Misc,Easy,50.60%,https://leetcode.com/problems/prime-arrangements/
Diet Plan Performance,Misc,Easy,53.20%,https://leetcode.com/problems/diet-plan-performance/
Number of Valid Words for Each Puzzle,Misc,Hard,37.50%,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle/
Before and After Puzzle,Misc,Medium,44.30%,https://leetcode.com/problems/before-and-after-puzzle/
Shortest Distance to Target Color,Misc,Medium,52.90%,https://leetcode.com/problems/shortest-distance-to-target-color/
Day of the Week,Misc,Easy,64.50%,https://leetcode.com/problems/day-of-the-week/
Design Bounded Blocking Queue,Misc,Medium,69.30%,https://leetcode.com/problems/design-bounded-blocking-queue/
Monthly Transactions I,Misc,Medium,68.00%,https://leetcode.com/problems/monthly-transactions-i/
Tournament Winners,Misc,Hard,53.40%,https://leetcode.com/problems/tournament-winners/
Fizz Buzz Multithreaded,Misc,Medium,67.00%,https://leetcode.com/problems/fizz-buzz-multithreaded/
How Many Apples Can You Put into the Basket,Misc,Easy,68.00%,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket/
Minimum Knight Moves,Misc,Medium,34.50%,https://leetcode.com/problems/minimum-knight-moves/
Find Smallest Common Element in All Rows,Misc,Medium,74.50%,https://leetcode.com/problems/find-smallest-common-element-in-all-rows/
Minimum Time to Build Blocks,Misc,Hard,36.50%,https://leetcode.com/problems/minimum-time-to-build-blocks/
Ugly Number III,Misc,Medium,25.20%,https://leetcode.com/problems/ugly-number-iii/
Sort Items by Groups Respecting Dependencies,Misc,Hard,46.30%,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies/
Last Person to Fit in the Elevator,Misc,Medium,68.50%,https://leetcode.com/problems/last-person-to-fit-in-the-elevator/
Monthly Transactions II,Misc,Medium,45.10%,https://leetcode.com/problems/monthly-transactions-ii/
Design Skiplist,Misc,Hard,57.30%,https://leetcode.com/problems/design-skiplist/
Unique Number of Occurrences,Misc,Easy,71.20%,https://leetcode.com/problems/unique-number-of-occurrences/
Minimum Moves to Reach Target with Rotations,Misc,Hard,44.40%,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations/
Queries Quality and Percentage,Misc,Easy,68.40%,https://leetcode.com/problems/queries-quality-and-percentage/
Team Scores in Football Tournament,Misc,Medium,55.30%,https://leetcode.com/problems/team-scores-in-football-tournament/
Stepping Numbers,Misc,Medium,38.80%,https://leetcode.com/problems/stepping-numbers/
Valid Palindrome III,Misc,Hard,46.90%,https://leetcode.com/problems/valid-palindrome-iii/
Play with Chips,Misc,Easy,64.10%,https://leetcode.com/problems/play-with-chips/
Split a String in Balanced Strings,Misc,Easy,81.80%,https://leetcode.com/problems/split-a-string-in-balanced-strings/
Queens That Can Attack the King,Misc,Medium,67.90%,https://leetcode.com/problems/queens-that-can-attack-the-king/
Dice Roll Simulation,Misc,Medium,44.30%,https://leetcode.com/problems/dice-roll-simulation/
Report Contiguous Dates,Misc,Hard,64.40%,https://leetcode.com/problems/report-contiguous-dates/
Airplane Seat Assignment Probability,Misc,Medium,59.40%,https://leetcode.com/problems/airplane-seat-assignment-probability/
Missing Number In Arithmetic Progression,Misc,Easy,53.20%,https://leetcode.com/problems/missing-number-in-arithmetic-progression/
Toss Strange Coins,Misc,Medium,47.20%,https://leetcode.com/problems/toss-strange-coins/
Divide Chocolate,Misc,Hard,50.80%,https://leetcode.com/problems/divide-chocolate/
Check If It Is a Straight Line,Misc,Easy,46.70%,https://leetcode.com/problems/check-if-it-is-a-straight-line/
Remove Sub-Folders from the Filesystem,Misc,Medium,56.60%,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem/
Web Crawler,Misc,Medium,63.70%,https://leetcode.com/problems/web-crawler/
Tiling a Rectangle with the Fewest Squares,Misc,Hard,49.60%,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares/
Number of Comments per Post,Misc,Easy,69.20%,https://leetcode.com/problems/number-of-comments-per-post/
Web Crawler Multithreaded,Misc,Medium,43.60%,https://leetcode.com/problems/web-crawler-multithreaded/
Design A Leaderboard,Misc,Medium,56.40%,https://leetcode.com/problems/design-a-leaderboard/
Palindrome Removal,Misc,Hard,45.50%,https://leetcode.com/problems/palindrome-removal/
Minimum Swaps to Make Strings Equal,Misc,Medium,58.60%,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal/
Average Selling Price,Misc,Easy,79.90%,https://leetcode.com/problems/average-selling-price/
Encode Number,Misc,Medium,64.80%,https://leetcode.com/problems/encode-number/
Smallest Common Region,Misc,Medium,57.20%,https://leetcode.com/problems/smallest-common-region/
Synonymous Sentences,Misc,Medium,62.70%,https://leetcode.com/problems/synonymous-sentences/
Handshakes That Don't Cross,Misc,Hard,52.60%,https://leetcode.com/problems/handshakes-that-dont-cross/
Minimum Moves to Move a Box to Their Target Location,Misc,Hard,40.40%,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/
Page Recommendations,Misc,Medium,65.90%,https://leetcode.com/problems/page-recommendations/
Minimum Time Visiting All Points,Misc,Easy,79.30%,https://leetcode.com/problems/minimum-time-visiting-all-points/
Number of Ways to Stay in the Same Place After Some Steps,Misc,Hard,41.10%,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/
All People Report to the Given Manager,Misc,Medium,85.00%,https://leetcode.com/problems/all-people-report-to-the-given-manager/
Hexspeak,Misc,Easy,53.20%,https://leetcode.com/problems/hexspeak/
Number of Ships in a Rectangle,Misc,Hard,64.80%,https://leetcode.com/problems/number-of-ships-in-a-rectangle/
Find Winner on a Tic Tac Toe Game,Misc,Easy,53.20%,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/
Number of Burgers with No Waste of Ingredients,Misc,Medium,49.40%,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients/
Count Square Submatrices with All Ones,Misc,Medium,68.70%,https://leetcode.com/problems/count-square-submatrices-with-all-ones/
Palindrome Partitioning III,Misc,Hard,58.80%,https://leetcode.com/problems/palindrome-partitioning-iii/
Traffic Light Controlled Intersection,Misc,Easy,75.00%,https://leetcode.com/problems/traffic-light-controlled-intersection/
Students and Examinations,Misc,Easy,70.30%,https://leetcode.com/problems/students-and-examinations/
Group the People Given the Group Size They Belong To,Misc,Medium,83.60%,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to/
Find the Smallest Divisor Given a Threshold,Misc,Medium,42.50%,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/
Find the Start and End Number of Continuous Ranges,Misc,Medium,79.80%,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges/
Sequential Digits,Misc,Medium,52.10%,https://leetcode.com/problems/sequential-digits/
Weather Type in Each Country,Misc,Easy,63.50%,https://leetcode.com/problems/weather-type-in-each-country/
Find Numbers with Even Number of Digits,Misc,Easy,84.60%,https://leetcode.com/problems/find-numbers-with-even-number-of-digits/
Replace Elements with Greatest Element on Right Side,Misc,Easy,78.20%,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side/
Find the Team Size,Misc,Easy,85.90%,https://leetcode.com/problems/find-the-team-size/
Verbal Arithmetic Puzzle,Misc,Hard,37.50%,https://leetcode.com/problems/verbal-arithmetic-puzzle/
Running Total for Different Genders,Misc,Medium,82.80%,https://leetcode.com/problems/running-total-for-different-genders/
Get Watched Videos by Your Friends,Misc,Medium,42.50%,https://leetcode.com/problems/get-watched-videos-by-your-friends/
Minimum Insertion Steps to Make a String Palindrome,Misc,Hard,56.30%,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/
Decompress Run-Length Encoded List,Misc,Easy,84.60%,https://leetcode.com/problems/decompress-run-length-encoded-list/
Minimum Flips to Make a OR b Equal to c,Misc,Medium,61.70%,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/
Restaurant Growth,Misc,Medium,62.30%,https://leetcode.com/problems/restaurant-growth/
